"876402","1","1","14","","","","","","","","","","1";
"876402","2","1","14","","","","","","","","","","1";
"876402","3","1","14","","","","","","","","","","1";
"876402","4","1","14","","","","","","","","","","1";
"876402","5","1","14","","","","","","","","","","1";
"876402","6","1","14","","","","","","","","","","1";
"876402","8","1","14","","","","","","","","","","1";
"876402","9","1","14","","","","","","","","","","1";
"876402","10","1","14","","","","","","","","","","1";
"876402","11","1","14","","","","","","","","","","1";
"876402","12","1","14","","","","","","","","","","1";
"876402","13","1","14","","","","","","","","","","1";
"876402","14","1","14","","","","","","","","","","1";
"876402","15","1","14","","","","","","","","","","1";
"876402","16","1","14","","","","","","","","","","1";
"876402","17","1","14","","","","","","","","","","1";
"876402","18","1","14","","","","","","","","","","1";
"876402","19","1","14","","","","","","","","","","1";
"876402","20","1","14","","","","","","","","","","1";
"876402","21","1","14","","","","","","","","","","1";
"876402","22","1","14","","","","","","","","","","1";
"876402","23","1","14","","","","","","","","","","1";
"876402","24","1","14","","","","","","","","","","1";
"876402","25","1","14","","","","","","","","","","1";
"876402","26","1","14","","","","","","","","","","1";
"876402","27","1","14","","","","","","","","","","1";
"876402","28","1","14","","","","","","","","","","1";
"876402","29","1","14","","","","","","","","","","1";
"876402","30","1","14","","","","","","","","","","1";
"876402","31","1","14","","","","","","","","","","1";
"876402","32","1","14","","","","","","","","","","1";
"876402","33","1","14","","","","","","","","","","1";
"876402","34","1","14","","","","","","","","","","1";
"876402","35","1","14","","","","","","","","","","1";
"876402","36","1","14","","","","","","","","","","1";
"876402","37","1","14","","","","","","","","","","1";
"876402","38","1","14","","","","","","","","","","1";
"876402","39","1","14","","","","","","","","","","1";
"876402","40","1","14","","","","","","","","","","1";
"876402","41","1","14","","","","","","","","","","1";
"876402","42","1","14","","","","","","","","","","1";
"876402","43","1","14","","","","","","","","","","1";
"876402","44","1","14","","","","","","","","","","1";
"876402","45","1","14","","","","","","","","","","1";
"876402","46","1","14","","","","","","","","","","1";
"876402","47","1","14","","","","","","","","","","1";
"876402","48","1","14","","","","","","","","","","1";
"876402","50","1","14","","","","","","","","","","1";
"876402","51","1","14","","","","","","","","","","1";
"876402","52","1","14","","","","","","","","","","1";
"876402","53","1","14","","","","","","","","","","1";
"876402","54","1","14","","","","","","","","","","1";
"876402","55","1","14","","","","","","","","","","1";
"876402","56","1","14","","","","","","","","","","1";
"876402","57","1","14","","","","","","","","","","1";
"876402","58","1","14","","","","","","","","","","1";
"876402","59","1","14","","","","","","","","","","1";
"876402","60","1","14","","","","","","","","","","1";
"876402","61","1","14","","","","","","","","","","1";
"876402","62","1","14","","","","","","","","","","1";
"876402","63","1","14","","","","","","","","","","1";
"876402","64","1","14","","","","","","","","","","1";
"876402","66","1","14","","","","","","","","","","1";
"876402","67","1","14","","","","","","","","","","1";
"876402","68","1","14","","","","","","","","","","1";
"876402","69","1","14","","","","","","","","","","1";
"876402","70","1","14","","","","","","","","","","1";
"876402","71","1","14","","","","","","","","","","1";
"876402","72","1","14","","","","","","","","","","1";
"876402","73","1","14","","","","","","","","","","1";
"876402","74","1","14","","","","","","","","","","1";
"876402","75","1","14","","","","","","","","","","1";
"876402","76","1","14","","","","","","","","","","1";
"876402","77","1","14","","","","","","","","","","1";
"876402","79","1","14","","","","","","","","","","1";
"876402","80","1","14","","","","","","","","","","1";
"876402","81","1","14","","","","","","","","","","1";
"876402","82","1","14","","","","","","","","","","1";
"876402","83","1","14","","","","","","","","","","1";
"876402","84","1","14","","","","","","","","","","1";
"876402","85","1","14","","","","","","","","","","1";
"876402","86","1","14","","","","","","","","","","1";
"876402","87","1","14","","","","","","","","","","1";
"876402","88","1","14","","","","","","","","","","1";
"876402","89","1","14","","","","","","","","","","1";
"876402","90","1","14","","","","","","","","","","1";
"876402","91","1","14","","","","","","","","","","1";
"876402","92","1","14","","","","","","","","","","1";
"876402","93","1","14","","","","","","","","","","1";
"876402","95","1","14","","","","","","","","","","1";
"876402","97","1","14","","","","","","","","","","1";
"876402","99","1","14","","","","","","","","","","1";
"876402","101","1","14","","","","","","","","","","1";
"876402","103","1","14","","","","","","","","","","1";
"876402","105","1","14","","","","","","","","","","1";
"876402","107","1","14","","","","","","","","","","1";
"876402","109","1","14","","","","","","","","","","1";
"876402","111","1","14","","","","","","","","","","1";
"876402","201","8","2","14","","","","","","","","","1";
"876402","202","8","2","14","","","","","","","","","1";
"876402","203","8","2","14","","","","","","","","","1";
"876402","204","8","2","14","","","","","","","","","1";
"876402","205","8","2","14","","","","","","","","","1";
"876402","206","8","2","14","","","","","","","","","1";
"876402","207","8","2","14","","","","","","","","","1";
"876402","208","8","2","14","","","","","","","","","1";
"876402","209","8","2","14","","","","","","","","","1";
"876402","210","8","2","14","","","","","","","","","1";
"876402","211","8","2","14","","","","","","","","","1";
"876402","212","8","2","14","","","","","","","","","1";
"876402","213","8","2","14","","","","","","","","","1";
"876402","214","8","2","14","","","","","","","","","1";
"876402","215","8","2","14","","","","","","","","","1";
"876402","216","8","2","14","","","","","","","","","1";
"876402","217","8","2","14","","","","","","","","","1";
"876402","218","8","2","14","","","","","","","","","1";
"876402","219","8","2","14","","","","","","","","","1";
"876402","220","8","2","14","","","","","","","","","1";
"876402","221","8","2","14","","","","","","","","","1";
"876402","222","8","2","14","","","","","","","","","1";
"876402","223","8","2","14","","","","","","","","","1";
"876402","224","8","2","14","","","","","","","","","1";
"876402","225","8","2","14","","","","","","","","","1";
"876402","226","8","2","14","","","","","","","","","1";
"876402","227","8","2","14","","","","","","","","","1";
"876402","228","8","2","14","","","","","","","","","1";
"876402","229","8","2","14","","","","","","","","","1";
"876402","230","8","2","14","","","","","","","","","1";
"876402","231","8","2","14","","","","","","","","","1";
"876402","232","8","2","14","","","","","","","","","1";
"876402","233","8","2","14","","","","","","","","","1";
"876402","234","8","2","14","","","","","","","","","1";
"876402","235","8","2","14","","","","","","","","","1";
"876402","236","8","2","14","","","","","","","","","1";
"876402","237","8","2","14","","","","","","","","","1";
"876402","238","8","2","14","","","","","","","","","1";
"876402","239","8","2","14","","","","","","","","","1";
"876402","240","8","2","14","","","","","","","","","1";
"876402","241","8","2","14","","","","","","","","","1";
"876402","242","8","2","14","","","","","","","","","1";
